name,population,needs_permit,x,y,z,id,edsm_id,primary_economy
Vitra,7084087,0,30.59375,-116.46875,-90.53125,18623,9519,Terraforming
Vitri,25909670,0,-20.375,-5.78125,-171.5625,18624,7756,Industrial
Vodyanes,1006755978,0,80.21875,-55.65625,-14.46875,18634,17390,Agriculture
Vodyanoa,283018,0,26.09375,-213.65625,18.875,18636,2056,Terraforming
Vogul,10847039,0,148.125,-146.8125,-34.5,18637,20033,Terraforming
Vogulu,18284008,0,159.84375,-89.8125,-45.59375,18639,16097,Industrial
Volcae,4535274,0,-120,-20.15625,-75.34375,18642,12210,Industrial
Volcani,9481495,0,155.6875,-123.09375,55.5,18643,11627,Industrial
Volcay,190007,0,-7.5625,-200.03125,103.40625,18644,11511,Terraforming
Volciates,31101491,0,-126.625,7.8125,74.6875,18647,11004,Industrial
Volithigga,5196837,0,-80.46875,-64.5,-46.96875,18649,1894,Industrial
Volkhab,9603217,0,36.53125,100.0625,-135.71875,18651,18790,Industrial
Volkhabe,6809638,0,-56.90625,-75.1875,-76.84375,18652,18199,Industrial
Volsum,1990879,0,73.65625,-15.15625,158.78125,18656,7726,Extraction
Voltrigones,240905,0,96.0625,-11.28125,104.375,18658,20027,Terraforming
Vorden,9597093,0,-170.28125,1.28125,-19.71875,18663,10311,Industrial
Vorduli,2915335,0,116.1875,4.1875,-141.25,18666,19262,Industrial
Vota,13880883,0,106.875,-73.375,-85.78125,18667,12540,Industrial
Votatini,23219790,0,-7.34375,-123.875,8.71875,18674,13277,High Tech
Vucainigus,9461242,0,-84.09375,97.9375,17.625,18676,11577,Industrial
Vucasto,33257605,0,26.5,-130.34375,-84.25,18679,17505,Industrial
Vucurun,6422147,0,-87.0625,87.25,-87.96875,18685,6024,Terraforming
Vukuna,6340938,0,-45.15625,50.1875,101.4375,18688,7548,Industrial
Vukuracians,3732077,0,88.34375,-143.96875,115.90625,18690,16674,Extraction
Vukurbeh,4081507,0,87.0625,-70.03125,-98.28125,18691,16604,Industrial
Vukurnir,1409033,0,114.03125,19.90625,-25.65625,18692,14722,Industrial
Vuldrajo,14197340,0,-33.3125,60.125,100.625,18694,11531,Industrial
Vulganji,4594704,0,117.875,-12.5625,-73.0625,18695,1100,Industrial
Vyatsyapod,2860087,0,-122.5625,-32.46875,7.09375,18698,4158,Industrial
WISE 1506+7027,14932243,0,-7.375,7.09375,-2.4375,19047,8391,Industrial
WISE 1800+0134,3354824,0,-13.40625,5.96875,24.65625,19049,6653,Refinery
WW Piscis Austrini,6632075,0,-7.9375,-68.46875,34.40625,19339,12829,High Tech
Waba,560751,0,-12.28125,-119.03125,15.59375,18701,9256,Refinery
Wababa,16668734,0,139.1875,-167.625,99.46875,18702,17221,Industrial
Wababaye,172546,0,116.6875,-41.53125,46.5625,18703,2036,Refinery
Wabayo,746432376,0,123.46875,-88.21875,43.34375,18704,14194,Agriculture
Wadir,146479,0,-42.9375,-66.6875,139.84375,18708,19018,Terraforming
Wadjabangai,1863851,0,-24.53125,-33.78125,108.8125,18710,12031,Industrial
Wadjalang,2977178,0,158.375,-42.6875,-7.5625,18711,9646,Industrial
Wadjali,1038027722,0,-34.8125,-42.84375,70.875,18712,19843,Agriculture
Wadjalkan,1234385,0,-94.09375,-63.375,19.96875,18713,6109,Industrial
Wadjari,1337433,0,7.15625,-102.34375,-85.375,18717,7149,Industrial
Wadjarimpo,3096667,0,-90.3125,-31.21875,23.34375,18718,15789,Industrial
Wadjedet,3560782,0,203.53125,-108.78125,0.21875,18719,19608,Terraforming
Wadjirusi,4666752,0,100.5625,-225.78125,77.375,18723,7440,Extraction
Wadjuk,555718791,0,-50.59375,49.84375,-45.8125,18724,16112,Agriculture
Wadjuna,1694240,0,-19.28125,-129.28125,86.125,18725,2598,Industrial
Waikula,2047059,0,-125.8125,31.90625,4.875,18730,2255,Industrial
Wailaroju,4242695216,0,50.625,-47.21875,-44.40625,18733,8683,Agriculture
Wailla Sakh,29625730,0,-19.03125,-52.125,117.625,18734,16185,Industrial
Wailladyan,5793534,0,-22.71875,-32.53125,40.71875,18735,1558,High Tech
Waima,5895362,0,152.71875,-33.78125,7.8125,18739,15224,Industrial
Waimi,6025987,0,-58.9375,-116.90625,-11.125,18741,14006,Industrial
Waimiri,46460513,0,126,-145.09375,-42.5,18743,18498,Industrial
Wak,498759130,0,14.0625,27.53125,105.21875,18744,5588,Agriculture
Wakait,5619849,0,-30.15625,55.46875,-119.1875,18746,5164,Industrial
Wakam,2214841,0,88.09375,-30.90625,-94.59375,18749,13363,Industrial
Wakandiini,2739318,0,-32.09375,-67.78125,-130.25,18750,19993,Industrial
Wakandji,14576587,0,85.6875,129.5,19.53125,18751,14435,Terraforming
Wakawal,645930386,0,0.96875,-2.5625,-77.375,18756,19806,Agriculture
Wakea,12005559,0,101,-94.34375,36.15625,18757,7459,Agriculture
Wakinyan,1591406266,0,79,75.71875,28.9375,18759,5321,Agriculture
Wakonoto,9214358,0,72.78125,118.25,19.71875,18760,791,Industrial
Wakot,1251020557,0,-82.375,95,60.5625,18762,6254,Terraforming
Walgal,21497833,0,66.3125,-21.03125,18.09375,18767,5549,Industrial
Walka,26635738,0,26.28125,-72.46875,63.96875,18771,1044,Industrial
Walla,23542180,0,-172.15625,-43.75,-62.6875,18772,15347,Industrial
Wallunga,20561236,0,-51.53125,-151.8125,77.90625,18780,16192,Industrial
Wally Bei,5254815280,0,-14.875,7.5,65.78125,18781,1216,Terraforming
Walmiri,9373515,0,24.65625,81.09375,41.3125,18787,7977,Industrial
Walpi,428298,0,38.21875,-26.90625,-47.40625,18788,2159,Refinery
Walpiri,2121161818,0,151.34375,-114.71875,64.84375,18789,19862,Agriculture
Wandir,19066015,0,22.65625,-164.25,138.5625,18799,5187,Industrial
Wandjera,1879250,0,14.28125,-12.15625,153.9375,18800,808,Extraction
Wandrama,1795847,0,-90.25,-103.3125,-94.96875,18802,15392,Industrial
Wandu,2360171,0,164.5,-40.4375,-32.125,18803,1178,Industrial
Wang Dana,3198855,0,161.71875,29.5,72.46875,18804,9995,Industrial
Wang Ku,5581148,0,103.71875,84.4375,-37.59375,18805,4836,Industrial
Wangai,2380639,0,65.3125,-143.375,99.03125,18808,14757,Industrial
Wangakwan,12685070,0,100.34375,-65.46875,-136.125,18809,9457,Terraforming
Wangal,3450242187,0,84.625,-101.40625,-37,18810,13187,Agriculture
Wangkathaa,209089,0,-46.46875,72.25,85.625,18815,6022,Refinery
Wanglang Mu,3265533,0,126.78125,-192.59375,115.4375,18816,18631,Extraction
Wanjan,13549973,0,66.75,-112.4375,65.25,18819,10396,Industrial
Wanjiwalku,4146891,0,-21.59375,122.71875,110.03125,18820,9130,Industrial
Wanjul,26442840,0,114.28125,-118.875,127.71875,18821,4933,Industrial
Wapis,8352521,0,105.59375,-105.21875,116.78125,18825,6165,Terraforming
Wapiya,19145343,0,54.21875,-154.84375,30.625,18827,13910,High Tech
Waq,42866069,0,86.90625,-130.28125,98.84375,18828,18105,High Tech
Warao,1047543894,0,4.15625,95.03125,95.15625,18833,16198,Agriculture
Waraswarre,4566325,0,35.90625,17.40625,165.875,18835,15055,Extraction
Wardaliti,9355600048,0,71.0625,-16.71875,-15,18838,18904,Agriculture
Wardhr,13777468,0,23.96875,-184.875,56.125,18841,1787,Industrial
Wardins,3211986,0,33.375,-115.34375,-84,18842,14257,Industrial
Wargis,31923034,0,16.8125,-95.25,-73.9375,18845,19624,Industrial
Wari,196330959,0,-135.5,52.15625,8.6875,18846,5221,Industrial
Waricare,1925391,0,-57.4375,44.5625,55.5625,18851,953,Industrial
Warigua,6372536,0,-14.625,-36.25,124.90625,18853,4951,Industrial
Warkan,5015794,0,-32.625,-80,56.75,18858,2096,Industrial
Warkawa,4359123,0,-103.53125,-46.3125,100.1875,18859,14026,Industrial
Warkushanui,1640887409,0,-42.625,-85.125,6.25,18861,17338,Agriculture
Warnates,2453296799,0,-46.1875,-4.375,-67.65625,18865,16244,Agriculture
Warninohan,50139586,0,20.125,-26.25,73.5,18866,15095,Industrial
Warnones,3836358,0,-92.40625,32.0625,-86.1875,18867,7074,Extraction
Warungkambo,2807443,0,-104.59375,60.40625,60,18875,1689,Industrial
Waruts,50874418,0,42.9375,9.34375,-83.75,18877,10246,Industrial
Warwa,15577428,0,100.6875,-64.625,96.21875,18878,8653,Industrial
Warwal,788000654,0,-84.125,0.65625,50.28125,18880,15230,Agriculture
Wasat,12072373944,0,16.3125,17.125,-55.65625,18882,4822,Agriculture
Washika,1933488,0,15.8125,-55.0625,120.09375,18889,17785,Industrial
Washodia,8776242,0,-144.34375,45.53125,48.53125,18891,12535,Industrial
Wat Yu,1178724,0,-27.09375,6.15625,36.4375,18893,2390,Tourism
Watha,1139858930,0,-24.5,34,113.625,18894,7475,Agriculture
Wathi,1810283,0,-68,-54.71875,52.1875,18895,18983,Industrial
Wathiparian,3223935864,0,-22.46875,13.78125,-93.34375,18896,8037,Agriculture
Watiwati,3368864,0,-52.875,51.875,-98.0625,18901,19603,Industrial
Wattragwa,10326606631,0,-2.375,-139.28125,30.25,18902,1545,Agriculture
Wattvasika,1335332524,0,-18.5625,60.28125,87.34375,18905,7530,Agriculture
Wawal,5626853,0,35.5625,-1.3125,-93.25,18909,1126,Industrial
Wayano,5141509,0,-94.03125,-81.28125,-59.46875,18914,1635,Industrial
Wayilwa,5593230,0,-48.46875,44.1875,-136.125,18916,10403,Industrial
Wayutabal,1166361113,0,101.3125,-81.90625,-9.09375,18918,16921,Agriculture
Wei Chang,7627823,0,120.8125,-44.28125,58.65625,18925,12185,High Tech
Wei Hsia,3325056,0,60.3125,-193.21875,104.5625,18926,9149,Industrial
Wei Jung,2751996,0,-124.71875,14.28125,-29.1875,18928,15043,Industrial
Wellington,494644,0,386.15625,-390.75,-692.53125,410146,514769,Refinery
Wen,13261040,0,139.125,-202.90625,-60.40625,18933,5116,Industrial
Wen Bosnja,9142624,0,58.40625,109,-14.75,18934,2449,Industrial
Wen Tsao Gu,7691868,0,-48.875,104.875,19.03125,18940,1863,Industrial
Wena,1136379,0,-79.0625,118.46875,16.875,18941,13826,Industrial
Wenda,7832079300,0,-68.65625,73.53125,-73.4375,18943,1402,Agriculture
Werapana,354984357,0,-28.09375,-24.5625,-134.625,18952,12448,Agriculture
Weredawasi,3984260,0,-129.90625,-46.5,-104,18953,14893,Industrial
Weywisha,2376432,0,-2.53125,138,19.65625,18956,3726,Industrial
Whadru,1780252,0,-104.4375,93.5625,60.125,18962,19140,Industrial
Wheelg,256069,0,131.65625,-154.25,-42.625,18963,5310,Terraforming
Wheemete,4035315,0,145.125,-140.0625,131.96875,18965,7458,Industrial
Wheemez,4195147,0,78.4375,-144.71875,60.375,18966,10057,Industrial
Wi,29236809,0,13.53125,25.6875,-48.15625,18967,16249,Industrial
Wich,5510389,0,-115.21875,58.75,79.78125,18968,10680,Industrial
Wichaimi,2614231582,0,15.5,-141.75,-21.1875,18969,18634,Agriculture
Widjalams,195485,0,6,-93.3125,129.28125,18972,12069,Refinery
Widjangkuma,3172386,0,-115.09375,19,36.96875,18974,6243,Industrial
Widow's Light,25809681,0,33.78125,41.4375,72,18975,18639,Industrial
Wikanawal,7364786,0,-99.375,-36.9375,62.71875,18978,19698,Industrial
Wikatabar,2099754,0,-32.78125,-75.40625,53.71875,18979,13645,Industrial
Wike Mandji,15001989,0,-116.9375,-105.65625,-10.1875,18980,17745,Industrial
Wikegarak,308128,0,112.75,-169.21875,-47.375,18981,3278,Terraforming
Wikmeang,38728884,0,-135.71875,20.8125,-43.0625,18987,11996,Industrial
Wikmung,3416092,0,116.6875,-240.75,76.3125,18991,16725,Extraction
Wikna,1258901919,0,-120.78125,42,53,18992,18472,Refinery
Wiknariu,2839551,0,128.28125,-75.65625,35.0625,18994,13224,Industrial
Wilia,35705354,0,-3.5,-54.375,100.65625,18998,16849,Industrial
Wiliajuk,1460266,0,74.6875,88.78125,-120.9375,18999,6029,Industrial
Wilingura,2176017,0,71.6875,88.8125,72.90625,19000,1626,Industrial
Wilintae,3670235,0,140,40.375,-26.15625,19001,17496,Industrial
Wiljanherbi,9662522,0,38.5625,0.6875,107.6875,19003,12596,Industrial
Willapa,3105817060,0,-11.6875,-10.8125,65.5625,19004,13519,Agriculture
Windit,10418407,0,81.5,-79.09375,-23.6875,19014,3658,Industrial
Windizetet,12441972,0,-45.125,24.0625,-131.3125,19015,7157,Industrial
Windjabar,3606428,0,111.3125,-143.625,-4.4375,19016,6753,Industrial
Windjeri,2747928,0,58.28125,-133.21875,144.15625,19017,1346,Industrial
Winiama,5991631,0,37.96875,54.375,39.625,19023,19305,Industrial
Winifex,6806644,0,101.6875,-119.21875,-60.4375,19025,6452,Industrial
Wira,3068903,0,87.34375,-65.0625,-52.3125,19027,4411,Industrial
Wiradjuri,11290938,0,188.6875,-112.1875,99.125,19028,18280,Industrial
Wirdh,1610673489,0,27.5625,94.8125,-49.65625,19033,6965,Agriculture
Wirdisci,2002856,0,90.5625,-8.0625,-92.4375,19037,16404,Industrial
Wirigans,4398342,0,-125.6875,-10.625,-148.15625,19039,1661,Terraforming
Wirnako,1281610,0,-93.46875,-108.625,6.40625,19040,18407,Industrial
Wirnici,2980706,0,22.75,-129.59375,70.46875,19043,10063,Industrial
Witchhaul,1039307597,0,-13.25,-52.0625,-65.875,19053,3213,Agriculture
Wito,4967818,0,-91.875,105.78125,118.53125,19055,8547,Industrial
Witou,27279467,0,29.6875,-127.5625,-50.0625,19059,19329,High Tech
Witsanukam,16062662,0,-44.6875,-221.375,50.125,19060,7965,Industrial
Witsegernir,12574262,0,111.6875,-76.59375,95.875,19061,6960,Industrial
Wiyomisii,2657275,0,73.875,10.96875,-102.9375,19063,9865,Industrial
Wo 9251 B,20815969,0,64.875,41.65625,-93,19067,15374,Industrial
Wo 9812 B,171636,0,-38.78125,-142.5,48.1875,19069,14515,Colony
Woda,1355697,0,-55.875,-78.3125,-80.1875,19070,11784,Industrial
Wodaabe,1311313,0,131.875,31.84375,-42.90625,19075,2448,Industrial
Wodiwodi,14082224,0,-76.15625,-23.1875,-34.5,19074,12053,Industrial
Wogam,7292250,0,36.8125,-100.5,-134.125,19077,648,Industrial
Wogama,3043968,0,-88.46875,-35.3125,53.09375,19078,13284,Industrial
Wolf 1022,6349958,0,-64.625,-64.15625,29.125,19083,12641,High Tech
Wolf 1039,3167589,0,-24.75,-38.28125,1.375,19084,5833,Industrial
Wolf 1042,7083220,0,-88.8125,-128.15625,-8.75,19085,5706,Terraforming
Wolf 1060,191439,0,42.25,58.3125,30.875,19087,15257,Refinery
Wolf 110,7270623,0,-26.875,-79.8125,-55.3125,19090,18480,High Tech
Wolf 1148,5025943415,0,-87.84375,-31.75,8.59375,19092,2487,Agriculture
Wolf 121,5387095,0,-38.90625,-144.59375,-97.4375,19096,3896,Industrial
Wolf 1230,418780159,0,-137,-47.59375,-5.28125,19097,16683,Terraforming
Wolf 124,16251700,0,-7.25,-27.15625,-19.09375,19098,12004,Industrial
Wolf 1241,2439978,0,-31.0625,-47.40625,-107.21875,19099,14828,Extraction
Wolf 127,12688426,0,-25.53125,-76.1875,-60.28125,19100,503,Industrial
Wolf 1301,532685,0,-15.4375,-34.6875,-79.40625,19103,12955,High Tech
Wolf 1323,200000,0,-22.125,-17.625,-38.375,19105,10185,Industrial
Wolf 1326,7048920,0,-71.46875,-82.71875,50.25,19106,381,Industrial
Wolf 1346,495709,0,-46.3125,-8.21875,19,19109,16402,Refinery
Wolf 1373,1712025,0,-40.4375,-11.75,15.71875,19110,9000,Refinery
Wolf 1409,4046399,0,-56.125,29.8125,9.0625,19112,11051,Refinery
Wolf 1431,5614587,0,40.3125,129.34375,-2.1875,19115,13700,High Tech
Wolf 1437,253707,0,35.71875,106.5,2.71875,19117,17649,Refinery
Wolf 1453,2601486865,0,7.96875,-6,-15.53125,19120,11127,Agriculture
Wolf 1458,9149232,0,75.84375,-49.125,-134.125,19121,16859,Industrial
Wolf 1481,21235474,0,5.1875,13.375,13.5625,19124,14137,Industrial
Wolf 1515,167467,0,-49.75,-64.84375,-41.25,19127,16986,Service
Wolf 186,20567989,0,-55.1875,-14.65625,-96.5625,19129,10381,Industrial
Wolf 232,40859078,0,7.84375,-21.09375,-111.75,19133,9565,Industrial
Wolf 248,238687,0,2.78125,60.3125,-0.4375,19134,9312,Military
Wolf 25,1317590,0,-11.0625,-20.46875,-7.125,19135,14054,Agriculture
Wolf 287,4213201,0,8.71875,3,-30.4375,19142,6052,Industrial
Wolf 294,123372,0,1,4.9375,-17.53125,19144,10787,Refinery
Wolf 318,5934453,0,-2.65625,63.84375,-81.25,19146,15352,Industrial
Wolf 324,8144259,0,24.71875,41.375,-48.21875,19147,7050,Industrial
Wolf 325,2942530862,0,36.03125,63.90625,-72.96875,19148,15363,Agriculture
Wolf 333,22230184,0,15.375,108.875,-81.40625,19150,10585,Industrial
Wolf 335,2747405088,0,13.3125,70.125,-50.3125,19151,733,Agriculture
Wolf 359,135903,0,3.875,6.46875,-1.90625,19153,7,Industrial
Wolf 363,6839002,0,53.46875,80.6875,-14.25,19154,4696,Industrial
Wolf 366,6424792,0,95,128.75,-16.875,19155,5374,Industrial
Wolf 397,351227,0,40,79.21875,-10.40625,19159,2987,Colony
Wolf 406,7192853,0,41.0625,74.125,8.75,19160,3020,High Tech
Wolf 411,149407,0,4.875,111.375,-9.90625,19161,10852,Refinery
Wolf 412,284236,0,4.40625,88.40625,-6.09375,19162,11856,Agriculture
Wolf 424,24449914,0,4.21875,13.28125,1.4375,19163,9243,Industrial
Wolf 433,3785362,0,11.71875,45.0625,5.1875,19165,15011,Industrial
Wolf 485a,6019988,0,22.90625,46.71875,27.28125,19171,6681,Industrial
Wolf 497,1927340,0,0.125,41.46875,11.96875,19173,11260,Tourism
Wolf 499,6865772,0,25.96875,90.84375,48.15625,19174,9137,Industrial
Wolf 504,2594651,0,15.3125,90.78125,39.96875,19175,13038,Industrial
Wolf 510,235962607,0,4.21875,130.6875,44.5,19176,10289,Terraforming
Wolf 529,12129115,0,-14.59375,166.8125,51.96875,19179,2588,Industrial
Wolf 54,5096434,0,-39.90625,1.1875,-27.9375,19180,4061,Refinery
Wolf 555,1006509213,0,4.53125,64.375,53.15625,19181,8600,Agriculture
Wolf 562,60124628,0,1.46875,12.84375,15.5625,19184,12754,High Tech
Wolf 573,3500000,0,-6.25,31.59375,35.3125,19185,5986,Agriculture
Wolf 587,3504306,0,-7.15625,37.28125,44.15625,19188,582,Industrial
Wolf 620,1884436,0,-40.21875,63.84375,40.3125,19189,14850,Industrial
Wolf 631,19299761,0,-78,68.53125,47.5625,19191,2678,Industrial
Wolf 636,4218984,0,-8.75,11.90625,31.125,19192,12631,Industrial
Wolf 65,3129540,0,-68.25,-116.5625,-72.65625,19194,14538,Industrial
Wolf 667,2388333,0,-63.34375,59.03125,130.625,19195,16012,Industrial
Wolf 718,832580,0,-10.03125,8.3125,21.4375,19197,1577,Military
Wolf 750,3777535,0,-52.09375,36.59375,27.65625,19198,15999,High Tech
Wolf 827,8347337,0,-119.6875,51.1875,95.25,19201,5842,Industrial
Wolf 865,24255036,0,-50.46875,-9.0625,34.65625,19202,8517,Industrial
Wolf 867,1260537093,0,-45.375,-4.09375,23.84375,19203,4486,Agriculture
Wolf 896,26282292,0,-26,-27.25,32.8125,19206,1990,Industrial
Wolf 903,18347083,0,-100.21875,-69.25,82.75,19207,3395,Industrial
Wolf 906,5736364,0,-27.28125,-25.09375,28.78125,19208,13960,High Tech
Wolf 914,5836841,0,-119.40625,-79.375,89.96875,19209,910,Terraforming
Wolfberg,75000,0,50.03125,-38.1875,106.71875,19215,15254,Extraction
Wolonir,2139657,0,69.90625,51.25,-138.59375,19216,6811,Industrial
Woloniugo,1920349717,0,57.78125,72.25,-68.90625,19217,10006,Agriculture
Wong Guin,7375530,0,60.0625,-93.96875,-22.96875,19220,19926,High Tech
Wong Sher,132659,0,16.46875,4.0625,-60.5,19222,16601,Refinery
Wong Ten,137691,0,41.34375,13.28125,-9.6875,19223,19154,Refinery
Wongi,4161313,0,64.15625,-12.28125,98.34375,19230,13117,Industrial
Wongorora,3433823,0,165.90625,-123.0625,32.34375,19235,4107,Industrial
Wongsun,4304150,0,-50.03125,-40.6875,151.125,19237,11364,Extraction
Wongzi,2278194,0,153.9375,64.40625,-2.125,19239,5162,Extraction
Wonneriti,5754795,0,-92.75,-13.53125,42.28125,19241,2223,Extraction
Wonno,9704423,0,141.8125,-66.40625,-10.875,19242,1453,Industrial
Wonorne Nu,1625612601,0,-69.46875,-47,-50.03125,19245,3791,Agriculture
Wonoto,1108748,0,-122.4375,89.40625,70.59375,19246,10392,Industrial
Wooptet,2586786,0,-140.59375,3,38.09375,19247,12738,Industrial
Woronii,2030198,0,-32.5625,-2.78125,-130.25,19253,13924,Industrial
Worotri,13762692,0,138.46875,51.6875,-108.53125,19256,8477,Industrial
Wosraesi,259378118,0,58.1875,77.75,-83.5625,19257,17043,Agriculture
Wosreti,3253161,0,-20.625,-98.03125,85.34375,19258,6977,Industrial
Wosyet,2820748,0,70.5,-221,1.78125,19259,17660,Industrial
Wosyra Pao,35217061,0,11.53125,31.375,-13.9375,19260,10942,Industrial
Woyemsit,9999295,0,-17.84375,-107.71875,116.46875,19261,12913,Industrial
Woyeru,2110356,0,77.5625,-64.09375,-160.15625,19262,8215,Industrial
Woyet,3444616,0,62.46875,-38.21875,-74.78125,19263,6598,Industrial
Woyo Mina,9616656,0,113,-90.46875,57.1875,19264,12373,Extraction
Wu Chelki,30208301,0,-67.34375,-182.875,23.3125,19265,19822,Industrial
Wu Guan,10841287,0,113.90625,96.03125,126.8125,19267,10897,Industrial
Wu Guinagi,7004870,0,60.28125,-231.84375,-53.40625,19268,2473,Industrial
Wu Kich,10354896,0,-119.8125,-96.90625,-37.15625,19271,19156,High Tech
Wu Kong,7185984,0,-101.375,-22.53125,56.6875,19272,14593,Industrial
Wu Kuku,9272462,0,52.75,-14.84375,-18.53125,19275,7116,High Tech
Wu Te Ti,5041898,0,127.0625,-95.40625,95.09375,19277,19385,Industrial
Wudjal,8566681805,0,-71.09375,-36.0625,-5.90625,19278,2031,Agriculture
Wudjalie,264695,0,36.3125,-230.21875,45.40625,19279,16331,Terraforming
Wuikito,16976289,0,9.875,3.03125,133.84375,19282,12376,Industrial
Wulgaedia,3141396169,0,-115.6875,55.3125,-2.65625,19284,11171,Agriculture
Wulganda,11046629,0,-5.5625,-0.90625,110.125,19285,995,Industrial
Wuli,5841436,0,-107.21875,71.96875,44.96875,19288,6062,High Tech
Wulidjin,11585518,0,-47.25,-17.6875,-128.21875,19289,16538,Industrial
Wulis,1426489,0,13.4375,94.28125,-101.03125,19290,9749,Industrial
Wulpa,1728245,0,-126.09375,-83.09375,-85.5625,19291,19088,Industrial
Wulpulis,5043532,0,-64.09375,-15.71875,138.75,19292,17757,Industrial
Wulpurna,9155878,0,85.125,18.84375,-52.21875,19293,7196,Industrial
Wulunghus,115691,0,118.3125,34.90625,-6.75,19296,6084,Military
Wuluujjusi,3389182,0,-86.4375,-136,56.34375,19298,16330,Industrial
Wulwul,4755167,0,-123.75,-46.65625,14.9375,19300,14528,Industrial
Wulwula,35587838,0,-39.03125,-46.09375,102.28125,19301,17646,Industrial
Wum,3159210,0,91.21875,-64.5625,159.21875,19303,16314,Industrial
Wunii,18662157,0,-6.25,31,166.21875,19307,18921,Terraforming
Wunitola,2820890,0,-89.78125,-65.4375,-109.4375,19310,5963,Industrial
Wuonanie,1715401519,0,150.09375,-157.09375,25.28125,19313,17189,Agriculture
Wurango,7105849,0,13.90625,136.90625,-43.15625,19320,2318,High Tech
Wuru,65638325,0,31.03125,-121.3125,22.8125,19324,16006,High Tech
Wutha Gigae,2642365,0,88,-26.6875,76.6875,19331,4316,Industrial
Wuthawchu,4814424,0,107.875,-22.21875,-63.46875,19332,18263,Industrial
Wuthielo Ku,1080901443,0,68.3125,-190.03125,12.375,19333,19048,Agriculture
